{987.14,651.49,12.62,43.66}
{967.74,662.29,28.42,77.23}
{950.44,607.31,11.48,80.1}
{1024.34,351.4,27.88,39.46}
{1041.34,119.79,7.5,31.75}
{1004.52,111.29,8.12,40.68}
{983.5,434.43,12.62,22.56}
{997.96,221.28,9.51,74.39}
{1004.76,481.34,3.08,90.75}
{1047.43,1164.62,11.08,29.0}
{994.48,147.8,36.33,82.78}
{982.86,1091.57,9.68,81.03}
{966.22,215.8,-3.17,21.19}
{988.29,508.5,29.31,34.75}
{998.21,278.45,22.61,87.79}
{1015.65,648.77,34.82,45.14}
{1011.3,193.28,15.92,89.23}
{1034.85,178.54,20.67,66.28}
{994.08,464.09,-6.94,85.24}
{995.65,512.16,25.94,57.84}
{958.19,864.45,11.48,92.47}
{1046.39,104.83,39.06,98.15}
{1022.2,677.51,4.65,44.58}
{956.3,899.81,-0.58,68.85}
{1046.23,235.79,23.19,93.17}
{1004.16,417.61,-1.82,56.13}
{982.26,986.48,-8.53,88.72}
{986.41,569.95,0.97,42.38}
{1029.62,162.59,31.39,62.86}
{996.91,1080.12,31.58,20.32}
{1044.16,788.02,39.4,94.48}
{970.27,634.5,20.84,84.53}
{991.88,989.12,39.26,23.55}
{954.15,952.59,29.61,24.01}
{1001.28,976.01,30.92,34.97}
{1027.08,165.04,-5.74,74.08}
{964.07,955.16,16.77,30.69}
{1019.17,345.17,30.76,51.52}
{1008.61,165.77,19.09,95.73}
{1036.34,116.22,6.74,19.62}
{950.7,537.04,31.21,41.92}
{1009.56,298.47,-1.47,49.68}
{1012.51,483.74,3.03,67.66}
{987.1,369.83,-4.34,92.88}
{1017.88,215.51,38.31,51.19}
{952.52,1003.49,29.32,15.62}
{1001.03,1061.01,28.88,70.4}
{1003.75,569.62,-0.82,92.29}
{1023.34,854.7,29.59,20.85}
{1036.83,932.47,-7.59,47.97}
{963.81,826.48,31.62,45.91}
{956.57,785.2,28.71,84.84}
{1007.59,655.98,1.11,79.68}
{1015.25,910.61,15.05,94.47}
{1028.04,424.46,1.14,87.34}
{964.33,664.13,11.08,60.61}
{1029.38,523.49,-2.48,17.04}
{995.89,504.03,12.04,93.64}
{994.28,1095.65,32.95,18.66}
{1006.44,482.58,-2.41,18.82}
{965.98,689.32,34.61,65.05}
{1031.99,605.99,20.41,90.08}
{971.96,191.94,8.69,38.51}
{1018.92,943.39,5.38,34.57}
{998.66,997.37,36.92,18.48}
{1028.04,714.84,37.21,49.9}
{954.48,403.91,5.22,50.94}
{1019.95,449.41,21.82,21.15}
{973.55,1134.93,20.21,45.37}
{953.45,356.92,6.14,85.81}
{1001.42,426.03,2.02,32.19}
{980.93,859.65,34.32,66.47}
{979.33,1155.79,-6.7,15.75}
{958.86,602.82,-4.67,93.89}
{1037.07,619.37,35.74,82.69}
{960.61,1137.24,-9.65,79.61}
{963.5,153.3,17.12,14.15}
{1024.61,102.39,29.9,35.18}
{1007.45,241.23,9.5,40.49}
{966.78,959.52,30.84,36.43}
{982.67,105.52,-3.03,17.38}
{1036.12,479.06,-7.96,79.76}
{1026.84,223.87,12.93,77.01}
{965.9,438.42,24.55,95.35}
{1042.53,960.41,20.83,49.17}
{957.4,1146.07,-5.68,73.97}
{1024.39,601.58,6.18,91.77}
{961.74,1096.73,5.89,92.28}
{1033.73,465.96,-9.19,11.18}
{962.57,1049.37,33.09,83.38}
{1020.05,905.69,-3.43,51.29}
{1032.42,481.51,37.08,96.29}
{1039.05,308.0,15.85,70.28}
{978.33,306.64,-9.68,69.99}
{1004.39,877.13,3.26,44.37}
{1024.51,210.81,26.9,36.24}
{975.0,985.01,-7.11,32.83}
{1022.75,505.53,12.27,41.03}
{968.9,1094.92,24.79,37.5}
{960.76,1062.5,37.29,93.94}
{991.45,812.04,11.89,74.42}
{990.87,977.87,30.61,62.43}
{1045.22,131.96,8.38,10.68}
{978.77,870.38,5.7,97.41}
{978.53,1127.44,25.24,42.83}
{1038.5,439.81,-3.41,88.78}
{950.4,364.97,3.28,85.03}
{1028.62,921.43,-3.66,50.28}
{992.01,1065.93,-1.79,98.23}
{1033.48,452.59,6.45,13.23}
{1037.82,662.22,4.05,48.52}
{1045.21,834.92,35.16,13.11}
{1005.82,1022.7,15.82,62.0}
{1000.09,500.55,4.44,70.59}
{1008.96,729.28,-6.91,22.05}
{961.32,1138.77,15.03,61.42}
{1027.18,950.67,2.87,23.37}
{1013.26,770.11,23.92,63.23}
{1034.01,518.03,-4.49,54.06}
{1044.92,724.25,16.91,13.68}
{990.97,1146.64,23.47,60.98}
{1002.5,153.1,34.79,70.65}
{1012.13,549.27,-5.86,90.16}
{964.72,1110.4,34.73,60.37}
{967.81,288.62,18.92,71.68}
{1004.97,427.48,-8.65,78.98}
{952.61,109.41,5.01,87.87}
{966.74,1198.76,9.5,64.24}
{1039.25,784.51,-5.16,88.23}
{954.74,1175.29,-8.37,24.29}
{976.98,579.37,19.73,52.33}
{1008.05,978.86,4.0,82.34}
{995.5,661.59,12.76,84.04}
{993.76,872.73,15.08,71.78}
{972.39,189.26,39.51,92.66}
{958.17,336.06,39.45,13.11}
{1044.69,1194.49,9.51,39.77}
{1003.68,935.45,-5.52,65.78}
{1020.48,681.65,18.53,91.48}
{970.74,796.79,-7.3,67.05}
{1001.56,903.74,0.7,62.93}
{1028.26,820.74,28.06,80.5}
{1021.7,718.35,-0.73,56.57}
{1002.51,182.45,16.03,32.31}
{1043.63,163.62,12.32,12.23}
{1045.03,461.19,7.57,24.15}
{952.44,912.49,38.87,69.67}
{1036.57,726.34,21.27,23.0}
{1045.08,623.17,-2.71,98.92}
{1008.92,846.38,18.42,72.11}
{1004.82,333.63,-3.31,49.89}
{1040.31,682.42,19.56,59.14}
{1042.78,259.3,37.16,64.8}
{1020.21,1162.65,4.95,49.0}
{958.55,924.33,2.49,47.37}
{1016.41,881.81,16.58,64.15}
{1016.35,808.07,-3.51,41.21}
{975.23,615.63,3.33,70.48}
{1041.19,757.82,7.11,53.91}
{1025.94,997.69,-5.42,64.49}
{997.16,273.8,14.75,79.95}
{1041.49,1012.21,33.32,32.08}
{959.74,982.08,14.9,15.25}
{979.21,114.45,34.06,50.87}
{1046.23,528.4,31.96,56.25}
{1036.43,504.83,30.34,43.61}
{987.05,708.51,21.02,78.46}
{964.07,578.37,35.72,36.27}
{1023.1,880.56,35.7,53.59}
{1019.28,848.31,0.95,56.59}
{1035.08,735.67,24.84,45.47}
{994.25,881.43,2.26,56.94}
{970.92,118.86,2.44,23.13}
{967.84,887.03,10.36,86.67}
{994.25,1053.47,24.09,88.15}
{973.42,1083.23,32.08,73.98}
{982.16,183.97,-4.26,86.51}
{1040.23,869.12,38.19,41.35}
{985.72,669.33,3.7,38.5}
{990.09,325.32,16.64,86.07}
{1034.89,817.04,3.4,64.27}
{1046.53,488.62,9.4,77.3}
{1035.09,358.85,4.56,11.63}
{968.49,568.42,29.41,60.22}
{961.08,499.68,30.26,50.32}
{989.03,314.62,-5.49,80.52}
{1006.28,122.46,-9.06,53.4}
{1027.36,377.25,7.66,27.8}
{1023.6,121.39,-3.92,83.09}
{1014.64,142.24,24.99,62.13}
{971.32,778.88,-9.33,32.21}
{1006.15,1109.15,21.32,42.27}
{979.24,476.67,6.89,10.74}
{983.53,723.94,-6.32,27.26}
{959.95,772.92,35.87,84.85}
{958.19,180.92,17.92,52.18}
{980.0,1067.44,0.7,74.07}
{1039.46,1043.79,-6.42,91.07}
{1030.18,699.6,-9.12,70.25}
{1031.4,1003.48,-1.96,78.84}
{962.02,583.18,8.51,43.35}
{994.02,825.55,-2.9,31.39}
{982.1,854.47,15.91,46.19}
{971.99,861.55,26.68,55.3}
{1043.61,941.53,-0.88,18.69}
{1032.41,120.91,38.27,46.78}
{1046.93,1105.04,-9.86,34.53}
{1022.57,537.72,9.06,51.0}
{1031.91,1040.25,-8.04,94.43}
{989.97,446.39,-0.27,44.62}
{1024.22,189.43,22.51,78.85}
{999.45,419.86,-1.19,77.98}
{967.32,675.17,13.14,71.06}
{986.46,915.07,18.67,79.01}
{1046.45,1120.86,-2.41,47.4}
{1007.49,369.99,-4.77,67.29}
{956.7,925.09,31.03,76.75}
{969.58,119.91,22.67,54.39}
{1006.98,418.03,34.48,81.5}
{1046.88,775.42,5.96,72.41}
{994.08,946.52,8.68,75.88}
{1028.44,639.82,24.71,34.81}
{981.6,1102.34,28.84,77.24}
{991.54,1089.7,21.04,57.87}
{972.24,865.92,-6.86,60.42}
{1012.87,140.19,34.64,52.6}
{973.11,1002.71,15.68,12.27}
{995.24,917.12,30.19,70.69}
{977.84,794.31,10.58,51.02}
{1012.58,737.99,-8.85,17.76}
{965.74,558.52,11.51,29.8}
{975.69,213.67,33.31,59.64}
{978.78,797.21,-7.74,73.52}
{973.82,1050.41,4.68,90.5}
{993.69,1131.08,15.41,90.15}
{973.3,903.9,18.65,52.66}
{1028.82,250.56,31.63,92.45}
{957.41,695.98,14.68,80.04}
{1046.96,754.02,6.25,86.91}
{957.87,859.2,-0.41,93.02}
{962.26,433.68,16.89,48.08}
{1039.71,248.61,13.67,22.03}
{982.86,809.28,33.03,61.93}
{1001.82,1069.17,-0.56,38.44}
{973.96,671.3,-9.73,79.37}
{977.72,859.03,30.89,58.29}
{992.89,964.3,37.97,40.13}
{1009.95,1085.54,-9.15,78.32}
{1043.83,103.0,37.71,39.88}
{976.4,164.0,13.7,33.06}
{996.96,263.08,-1.26,16.13}
{1022.0,999.39,38.58,92.83}
{956.12,348.54,20.5,77.98}
{999.34,242.21,4.78,17.78}
{1008.16,551.68,29.21,77.11}
{973.58,659.41,-4.83,45.05}
{1032.41,583.71,19.95,91.3}
{1028.68,136.01,1.2,95.71}
{971.46,657.29,-2.25,60.43}
{1032.36,488.75,11.08,26.14}
{960.83,1187.6,33.66,23.06}
{957.85,698.14,32.78,75.58}
{1004.05,625.72,14.58,27.44}
{975.8,1153.94,12.6,13.45}
{958.72,105.58,32.8,29.85}
{960.29,752.04,-9.16,91.08}
{1027.23,310.49,-9.8,75.0}
{1012.8,427.39,29.95,69.19}
{995.42,302.66,-9.2,93.62}
{1036.92,420.87,21.38,36.35}
{1014.66,698.22,36.17,87.41}
{1012.53,1088.62,-6.98,19.26}
{989.77,893.94,17.81,51.78}
{1024.16,620.71,-5.15,36.73}
{1017.25,253.83,11.98,47.23}
{1040.21,915.88,31.79,15.09}
{1029.41,679.06,8.67,72.57}
{1021.26,217.09,-6.14,69.02}
{1031.8,534.32,36.87,50.55}
{996.12,919.93,-5.44,82.96}
{964.86,145.92,12.29,27.75}
{994.5,1091.4,5.27,36.78}
{983.11,497.9,26.06,73.07}
{1019.2,133.46,36.71,95.55}
{955.05,476.86,12.86,63.83}
{1037.39,1163.05,-5.28,46.62}
{1027.17,541.72,-8.82,68.74}
{1011.8,135.72,2.32,57.32}
{1014.47,876.17,28.35,65.88}
{1014.83,1107.1,29.68,56.19}
{1018.38,295.96,-8.18,60.0}
{1048.85,157.46,0.49,21.06}
{975.97,854.99,2.66,46.55}
{962.19,1016.04,18.46,80.79}
{1041.09,405.67,33.35,75.09}
{963.43,1149.3,12.59,51.68}
{1011.04,263.54,4.48,64.12}
{1016.98,725.1,20.99,15.41}
{1048.5,742.52,21.56,13.37}
{997.68,342.45,20.63,24.52}
{1037.09,1054.73,-0.82,78.94}
{978.18,1017.03,-6.08,54.23}
{1047.81,952.08,26.19,14.62}
{1009.77,1168.62,6.03,92.5}
{1025.4,1028.64,17.85,46.38}
{971.5,1199.2,25.17,15.46}
{998.52,386.55,5.32,21.94}
{1020.24,936.43,20.81,81.56}
{1021.7,112.82,6.32,85.9}
{1047.42,585.33,39.18,46.48}
{1012.55,509.14,-2.82,56.26}
{1033.15,624.86,23.29,85.31}
{978.85,770.95,5.82,10.16}
{986.86,673.64,13.54,46.73}
{978.62,1181.55,25.67,33.49}
{987.73,589.34,37.0,36.63}
{971.12,1059.48,39.71,11.87}
{993.11,913.77,6.25,72.87}
{1048.47,870.34,15.19,31.65}
{1019.19,858.27,31.56,81.73}
{1039.25,474.29,17.78,74.85}
{1041.7,1083.57,-1.52,79.92}
{992.3,919.01,1.95,21.49}
{1031.24,231.32,30.09,55.03}
{988.99,460.0,3.94,38.87}
{987.65,438.26,12.51,79.55}
{1044.87,800.79,17.23,18.45}
{1022.32,114.1,10.3,24.9}
{970.6,201.31,10.83,24.05}
{979.03,611.6,39.48,19.9}
{980.24,1057.9,15.19,57.98}
{959.11,371.69,-3.9,38.59}
{1021.88,595.52,31.41,27.64}
{1009.69,112.77,29.95,19.8}
{969.0,310.26,37.29,74.68}
{1035.0,121.54,22.85,26.04}
{1002.57,864.06,2.84,84.86}
{1043.38,1129.69,5.49,84.29}
{1005.36,451.17,10.24,34.38}
{985.36,524.11,9.54,21.83}
{952.79,252.81,4.54,62.76}
{971.92,1131.49,14.43,65.66}
{974.02,459.71,11.03,70.72}
{957.1,443.02,3.12,88.78}
{991.4,306.87,34.18,22.13}
{1038.15,837.94,-5.36,71.16}
{974.92,310.96,30.94,18.72}
{966.58,774.7,26.56,32.07}
{981.19,350.02,16.59,94.71}
{1029.73,921.14,11.08,37.06}
{981.59,449.76,7.08,14.86}
{1004.38,193.13,13.42,64.63}
{977.94,1044.37,-7.65,98.63}
{976.68,695.67,5.88,53.58}
{981.49,366.71,32.79,20.47}
{986.65,1126.33,7.57,61.28}
{1038.48,1085.71,10.62,59.53}
{990.98,928.57,24.37,53.61}
{951.7,265.41,9.44,13.29}
{963.94,250.62,34.38,65.18}
{989.77,185.83,18.54,55.75}
{1034.99,355.33,-8.5,59.85}
{950.14,1113.21,25.44,34.15}
{975.41,176.61,8.3,60.51}
{1028.4,913.39,17.61,83.0}
{951.95,316.4,28.49,46.72}
{999.96,320.29,22.52,58.53}
{1001.29,225.88,33.87,47.22}
{1032.61,193.56,2.82,31.34}
{1042.43,1003.38,-0.48,10.26}
{1013.31,1121.34,24.36,72.53}
{986.92,243.21,31.09,16.02}
{1041.55,223.49,19.48,39.23}
{959.83,105.38,-4.24,27.45}
{976.8,723.22,17.15,52.67}
{1007.38,102.56,-3.24,58.48}
{972.03,974.76,7.28,84.48}
{965.9,1171.22,26.2,18.6}
{978.34,411.49,-6.2,62.83}
{1023.59,1149.35,37.25,71.75}
{976.66,984.78,34.5,79.97}
{1040.14,303.37,37.46,92.81}
{1032.54,873.5,29.83,23.86}
{965.89,208.05,39.87,51.3}
{1006.52,543.56,-7.87,43.93}
{1040.94,424.1,-1.13,63.97}
{1008.16,1174.09,27.99,76.82}
{1005.72,845.13,17.88,21.04}
{963.03,669.01,15.49,79.84}
{990.27,986.16,4.9,26.3}
{968.64,1017.27,1.7,31.68}
{1042.39,869.48,9.57,73.52}
{1013.7,348.75,10.15,26.32}
{1023.44,723.16,2.14,20.04}
{963.9,386.36,32.26,85.2}
{1006.46,780.99,39.77,24.33}
{959.84,286.28,20.01,40.05}
{1037.65,547.61,-2.03,63.61}
{954.31,1002.36,0.29,25.18}
{1012.24,602.63,19.97,36.25}
{1041.04,988.24,27.96,21.52}
{1028.93,129.45,12.97,42.19}
{1000.79,202.95,-1.27,51.77}
{997.9,843.31,-9.32,68.99}
{950.34,816.34,17.57,72.16}
{1019.03,786.97,26.06,83.95}
{975.58,868.02,25.96,23.31}
{1004.27,517.13,39.23,58.3}
{992.29,1028.66,-8.41,36.87}
{1010.77,291.32,21.92,69.54}
{1035.3,175.83,32.44,86.51}
{1004.63,972.62,33.13,79.15}
{985.01,969.0,30.52,65.75}
{1002.36,107.55,-4.22,32.0}
{978.63,461.97,27.86,74.19}
{1045.11,211.85,32.81,31.33}
{1040.36,580.27,36.99,90.43}
{955.92,675.75,31.84,77.55}
{1005.36,442.37,-1.95,67.86}
{995.27,894.84,21.16,70.85}
{973.2,511.19,34.54,40.07}
{998.07,858.99,7.55,60.88}
{1012.05,911.79,23.26,68.46}
{1026.96,1035.95,-2.89,76.41}
{1030.76,715.05,-4.65,16.02}
{1000.6,1167.9,20.69,82.35}
{1018.88,458.92,11.44,99.72}
{988.36,676.15,19.69,77.82}
{994.85,506.1,-3.59,61.13}
{1000.66,870.49,36.96,47.38}
{962.07,504.45,11.37,95.26}
{966.87,1019.89,34.2,27.72}
{988.23,702.88,28.05,18.61}
{1043.19,643.5,20.64,40.34}
{980.3,1189.4,29.37,18.78}
{958.1,634.66,31.36,61.11}
{1003.59,464.13,19.73,32.66}
{1022.55,503.0,39.38,95.92}
{963.58,724.63,30.14,31.46}
{1019.43,1092.15,-0.69,91.86}
{956.38,916.66,-5.86,32.39}
{974.95,845.23,1.09,32.29}
{1034.18,1105.11,18.18,16.56}
{1038.35,314.07,-5.84,43.35}
{967.95,306.23,23.85,31.66}
{1018.32,1155.64,14.11,24.62}
{970.69,1017.73,25.62,75.89}
{965.41,557.43,0.47,80.22}
{995.91,575.1,1.84,62.77}
{1031.52,264.88,16.99,90.22}
{974.26,169.24,24.9,45.08}
{965.47,1182.41,15.87,31.3}
{1037.92,560.79,29.55,59.69}
{959.96,598.72,24.47,19.8}
{1036.69,841.52,-5.07,37.2}
{1039.11,439.26,24.2,51.77}
{1014.59,987.36,-2.58,40.43}
{997.99,334.54,17.13,94.66}
{1025.03,713.65,24.58,38.11}
{1032.77,415.56,-5.89,85.69}
{983.35,993.29,18.19,21.66}
{975.02,729.73,35.57,99.93}
{1024.91,965.53,-5.1,80.56}
{1005.68,354.57,16.26,55.04}
{978.93,1080.61,12.69,98.58}
{987.36,531.39,37.03,92.15}
{1025.92,638.33,2.7,30.69}
{1041.96,154.17,-4.02,54.28}
{955.07,984.97,36.95,52.0}
{1024.79,530.64,4.9,72.85}
{962.93,181.98,22.38,94.86}
{980.8,216.29,35.91,68.76}
{1033.04,936.36,-2.13,48.44}
{1002.44,630.76,31.27,69.45}
{1018.55,769.82,1.02,13.12}
{1006.4,804.77,20.6,67.56}
{989.4,572.26,-6.89,39.25}
{996.47,877.49,30.03,82.8}
{998.25,789.61,-1.88,31.05}
{984.92,216.2,19.09,77.25}
{988.58,437.61,14.67,59.54}
{992.88,308.58,28.69,80.73}
{1019.69,166.34,-3.39,37.67}
{1003.32,484.42,22.54,69.58}
{1028.06,1041.85,17.69,82.94}
{961.56,253.94,-5.63,47.63}
{1038.67,402.43,24.8,94.89}
{1024.78,168.35,31.46,13.76}
{1002.56,220.03,-6.97,80.31}
{1032.85,1081.84,4.94,94.45}
{1003.14,781.12,3.93,46.78}
{969.07,139.56,38.29,51.39}
{1015.1,412.57,21.55,11.82}
{1037.05,278.26,3.57,21.52}
{955.88,834.89,4.26,72.32}
{985.88,515.01,34.9,99.11}
{1031.2,907.34,18.76,22.48}
{992.28,125.27,28.18,72.65}
{962.27,1165.92,2.35,41.18}
{1019.33,1138.77,13.5,20.55}
{990.59,1162.1,-4.18,82.48}
{1031.59,643.04,12.17,10.53}
{999.33,385.89,26.42,77.56}
{1049.76,1194.78,7.47,28.1}
{1008.24,338.84,-2.14,83.07}
{1026.95,340.14,28.33,62.51}
{962.23,308.69,22.24,99.1}
{1006.87,1099.86,-7.85,14.31}
{1034.73,971.87,1.92,29.11}
{998.77,498.71,26.79,24.67}
{1018.64,141.91,8.42,31.42}
{1043.22,739.22,4.04,10.72}
{971.29,1182.67,26.76,56.56}
{1033.14,466.31,19.27,99.63}
{1029.08,1051.08,17.29,86.77}
{970.36,194.1,31.75,81.86}
{1025.4,937.5,17.41,50.56}
{971.83,693.7,-3.55,76.86}
{965.61,786.56,33.26,37.56}
{1003.48,1059.78,9.64,78.86}
{1013.08,615.72,37.02,96.48}
{1023.46,839.93,1.94,24.28}
{1049.87,110.0,15.87,33.59}
{957.26,700.66,12.21,39.39}
{1030.66,209.87,-3.39,69.04}
{1037.57,778.03,15.31,51.57}
{992.47,578.96,11.49,23.7}
{993.86,860.59,34.74,69.82}
{997.73,488.33,11.29,62.55}
{1009.62,788.97,39.76,48.71}
{958.53,1166.94,-5.21,87.64}
{1037.97,1101.54,31.22,21.0}
{1036.84,538.07,30.41,63.44}
{986.36,1058.5,34.2,31.63}
{980.3,876.3,0.6,60.57}
{955.07,650.39,33.49,66.36}
{1013.82,1088.07,15.58,99.74}
{991.55,423.22,19.7,81.5}
{1012.73,120.21,17.27,66.73}
{979.59,767.61,31.64,79.28}
{993.47,501.35,-4.06,33.25}
{998.37,893.84,32.91,19.62}
{991.14,191.23,-7.93,35.76}
{1047.96,1094.2,0.97,95.6}
{965.61,947.21,32.54,24.05}
{987.82,177.32,18.53,29.72}
{1019.83,340.43,5.76,90.47}
{1020.67,718.49,32.65,77.15}
{969.42,350.27,25.07,18.66}
{1010.73,114.5,27.58,51.57}
{1031.8,848.95,-6.6,72.79}
{995.99,1091.48,11.46,71.42}
{988.83,1103.68,24.57,80.92}
{957.87,923.4,30.8,55.97}
{988.97,883.28,37.91,23.07}
{1001.45,411.86,-2.93,20.62}
{982.52,788.98,-9.21,59.0}
{1010.28,884.91,31.35,70.48}
{950.62,735.4,1.36,27.45}
{953.32,476.07,5.51,86.0}
{971.17,518.12,-1.36,18.77}
{974.72,651.44,30.25,48.78}
{963.22,821.36,4.55,43.87}
{1002.11,336.81,14.33,68.01}
{1012.52,273.87,10.78,67.21}
{989.76,201.76,38.78,16.38}
{975.82,555.09,5.68,38.14}
{984.68,1034.12,23.77,66.86}
{1042.07,710.51,22.57,25.17}
{980.75,862.87,6.93,63.39}
{1011.41,829.62,0.91,33.19}
{1046.25,461.56,37.16,38.96}
{974.42,229.49,21.91,53.75}
{1007.39,668.8,5.43,52.48}
{1016.72,979.38,34.91,67.37}
{977.17,726.38,8.78,97.45}
{1036.06,485.65,39.47,52.66}
{979.57,884.11,28.04,81.67}
{1006.71,279.3,31.42,80.93}
{951.6,787.6,-4.66,57.06}
{1032.11,167.94,24.93,76.09}
{987.64,385.08,24.81,88.67}
{1032.35,1187.92,24.74,44.31}
{1020.56,546.71,22.51,54.96}
{1004.38,719.03,30.6,81.66}
{1023.28,1164.4,16.1,72.97}
{956.68,629.38,12.53,84.84}
{1015.56,619.91,34.02,62.3}
{965.26,316.77,35.64,33.64}
{971.15,767.8,-4.4,24.48}
{1047.71,821.46,8.89,54.93}
{970.31,572.03,19.98,43.26}
{989.3,922.51,8.87,49.24}
{986.43,757.74,-2.97,37.24}
{971.29,439.72,24.05,76.07}
{982.82,714.18,-9.38,22.27}
{964.97,1147.88,3.39,38.97}
{991.77,1042.94,11.95,82.15}
{951.55,1050.04,8.82,60.5}
{1027.12,914.63,5.34,43.81}
{982.35,1014.35,35.29,46.26}
{974.57,427.71,36.38,92.34}
{980.38,165.74,36.1,62.11}
{951.22,437.42,25.85,47.01}
{987.35,1034.93,9.61,80.22}
{1044.66,479.48,11.88,99.89}
{984.83,676.09,27.63,77.88}
{967.04,426.33,39.82,28.12}
{952.7,501.37,-7.44,98.68}
{1004.17,529.14,13.12,39.5}
{1010.35,387.61,15.57,19.51}
{1030.99,1044.48,18.18,99.86}
{952.65,813.21,24.1,56.26}
{997.02,492.36,20.84,59.55}
{1003.71,410.9,18.24,45.88}
{1044.05,646.96,5.88,61.76}
{1034.28,816.78,-1.9,60.18}
{970.24,1058.23,25.8,51.4}
{981.29,260.12,21.49,23.17}
{965.98,153.05,-7.6,70.01}
{1014.38,170.26,-9.67,97.7}
{1014.25,913.57,-9.8,70.85}
{973.39,435.59,22.39,79.97}
{987.21,168.78,25.2,87.92}
{960.76,656.46,29.22,51.17}
{967.93,1194.96,39.73,46.97}
{973.81,367.25,32.42,60.49}
{1002.28,381.64,18.41,60.36}
{1048.91,141.83,13.11,51.33}
{992.27,446.58,11.49,38.83}
{1011.51,271.63,25.65,36.69}
{1019.65,460.88,-2.69,74.64}
{981.29,861.72,28.77,22.39}
{1042.03,635.21,34.78,74.42}
{966.31,199.99,12.14,16.85}
{1010.49,857.11,15.52,90.48}
{991.11,412.62,29.31,37.73}
{975.59,240.55,27.89,26.64}
{955.81,782.48,9.35,29.55}
{1025.17,1143.47,38.99,29.25}
{959.91,416.39,26.71,11.59}
{1034.89,270.25,-3.73,74.83}
{951.0,969.11,19.64,31.78}
{1040.77,578.08,12.66,18.84}
{980.49,859.82,16.01,15.57}
{958.21,298.92,33.74,79.04}
{1049.66,840.73,18.11,85.55}
{968.45,433.48,31.12,42.39}
{991.25,796.49,-4.13,61.28}
{1015.92,814.32,-3.49,98.96}
{1045.6,414.05,5.51,44.73}
{955.67,1180.13,2.81,55.22}
{1048.53,544.2,20.64,56.06}
{979.55,346.79,27.28,56.15}
{1035.51,381.12,35.03,20.49}
{959.97,967.14,21.46,51.09}
{1030.59,1035.74,-7.1,28.48}
{1014.19,643.26,37.05,79.67}
{1035.11,694.06,-8.65,48.32}
{1013.74,1174.95,11.34,28.08}
{1040.59,850.57,28.45,29.15}
{954.65,1092.66,21.63,73.61}
{1040.27,177.83,37.2,94.03}
{1022.41,252.63,3.28,75.29}
{979.92,772.19,28.89,45.81}
{964.68,321.14,24.59,87.07}
{957.84,539.59,-2.59,47.89}
{956.14,1037.68,1.56,93.34}
{977.9,680.44,23.69,41.9}
{1003.39,835.09,-4.61,86.02}
{997.93,522.16,-2.55,72.34}
{990.65,321.76,-0.87,63.83}
{980.73,670.53,34.09,40.35}
{989.3,384.01,38.56,57.23}
{974.14,1083.27,27.8,18.07}
{1017.72,1099.9,26.24,62.52}
{991.95,913.07,2.21,17.46}
{981.76,644.59,36.05,37.71}
{954.28,907.23,31.44,65.44}
