(1040.38;867.24;20.03;28.23)
(997.06;1093.24;6.56;57.76)
(993.45;825.35;25.08;23.9)
(980.93;100.4;-3.01;59.66)
(987.51;1112.14;24.59;46.73)
(1041.75;483.84;5.79;46.5)
(979.88;747.44;11.15;77.51)
(997.79;133.71;-7.04;85.51)
(1035.36;838.48;10.08;54.33)
(975.53;651.63;17.85;92.53)
(963.7;991.15;-0.12;32.54)
(958.41;987.27;12.43;10.56)
(968.64;864.63;18.26;52.92)
(982.32;434.0;2.37;32.9)
(1012.44;253.54;-4.26;57.31)
(979.66;872.45;18.03;50.95)
(986.39;1092.9;13.73;50.05)
(1024.45;293.69;-5.9;64.25)
(987.03;1053.7;-5.49;71.12)
(1047.04;287.93;1.01;35.16)
(968.97;931.39;9.07;13.98)
(1013.15;819.48;1.26;26.97)
(993.57;1120.47;-7.01;28.0)
(1041.51;750.4;-6.69;42.55)
(954.43;1197.7;7.42;13.13)
(1045.94;1022.89;16.92;18.66)
(999.93;701.47;3.98;61.48)
(1048.04;784.04;-5.6;48.06)
(980.17;1195.87;1.34;18.71)
(969.23;1113.61;-9.94;27.14)
(990.55;259.79;10.48;96.35)
(1019.81;970.96;5.29;40.0)
(1009.83;253.37;23.74;22.19)
(970.63;1138.99;27.34;80.23)
(1029.5;1135.81;-1.96;26.23)
(1043.15;286.38;38.53;90.3)
(1028.75;988.7;32.86;59.71)
(1038.37;1114.12;26.07;31.13)
(1014.24;221.22;12.98;33.35)
(1032.05;882.22;0.32;71.61)
(966.66;596.07;7.47;92.31)
(1018.7;476.32;33.21;45.38)
(1028.83;608.74;28.16;98.71)
(974.16;940.59;21.59;11.85)
(1048.5;353.23;29.18;48.88)
(1012.13;512.46;23.84;58.73)
(1024.6;611.13;5.77;16.88)
(1020.19;1166.29;24.82;49.99)
(963.97;341.2;21.24;35.27)
(983.26;1129.69;26.18;38.79)
(1038.42;353.51;6.9;16.72)
(961.41;625.15;28.02;21.44)
(1045.35;938.28;16.04;86.9)
(980.23;1174.67;10.75;13.69)
(971.74;295.16;28.93;56.6)
(956.01;694.92;-8.56;91.53)
(986.36;342.89;5.6;96.87)
(967.64;809.62;3.02;30.94)
(987.51;1077.67;39.41;49.74)
(1049.88;511.87;25.74;99.0)
(1000.75;501.24;31.94;89.62)
(953.92;1077.17;39.06;20.07)
(962.64;491.43;1.82;50.55)
(955.81;893.59;29.38;39.71)
(1018.43;860.93;16.98;47.05)
(1038.72;257.51;29.95;20.18)
(953.95;851.19;6.17;64.46)
(993.69;566.93;9.71;56.68)
(972.59;312.35;11.96;83.42)
(997.25;976.62;34.58;83.05)
(950.19;794.68;13.52;69.95)
(965.09;796.99;-4.25;17.77)
(975.03;974.56;-3.33;22.86)
(969.89;857.18;23.22;51.65)
(1002.83;617.34;23.79;42.58)
(1016.34;161.55;-5.63;14.17)
(965.72;717.56;15.02;43.25)
(992.18;523.32;32.74;45.76)
(957.46;1192.75;35.74;33.97)
(964.19;293.76;-9.92;92.62)
(971.17;821.96;-8.86;67.73)
(954.06;1190.95;3.99;29.5)
(978.42;953.18;23.27;35.76)
(969.83;574.3;3.37;56.42)
(950.86;1080.12;28.32;87.64)
(973.43;962.82;1.71;44.26)
(969.74;678.84;36.12;81.39)
(982.2;175.71;20.53;53.31)
(1018.9;1135.1;-8.06;60.91)
(1010.22;559.97;-8.41;55.74)
(1047.98;278.89;26.97;96.32)
(1045.1;605.9;27.76;93.15)
(981.5;121.91;35.73;67.41)
(992.87;311.22;35.75;14.26)
(1049.46;645.28;35.27;60.21)
(1024.27;1073.03;4.73;61.16)
(996.22;874.61;32.51;89.02)
(952.75;183.18;2.39;72.75)
(982.16;405.8;39.35;42.94)
(1030.95;493.84;22.24;31.02)
(962.55;959.3;6.76;90.54)
(989.5;1059.79;16.43;52.37)
(1037.09;1126.73;37.03;71.34)
(1033.2;261.97;36.4;54.82)
(1022.86;1011.05;-9.61;31.54)
(1011.6;625.81;19.42;85.77)
(1038.66;913.43;11.83;40.73)
(992.07;271.73;36.54;66.36)
(967.17;564.03;13.31;41.9)
(974.22;988.27;21.49;43.08)
(996.41;1078.89;34.77;67.88)
(980.37;409.87;23.32;20.83)
(972.88;314.72;4.87;93.53)
(1031.16;583.91;10.6;75.84)
(986.25;216.96;7.48;17.45)
(1047.47;436.77;21.82;41.49)
(961.72;966.03;25.52;54.67)
(1027.45;533.52;21.84;50.34)
(984.6;1103.31;15.43;34.26)
(1011.32;590.86;28.36;27.15)
(951.33;923.84;-1.87;99.39)
(989.39;545.59;17.36;28.12)
(952.0;1064.29;39.43;70.48)
(990.71;1154.59;19.01;53.59)
(997.32;836.97;14.19;55.33)
(1002.65;1117.43;10.63;57.94)
(1029.37;731.44;29.67;77.28)
(960.02;166.88;-4.71;13.99)
(988.26;705.72;6.32;89.52)
(988.71;880.58;-9.16;79.97)
(992.04;582.73;5.59;31.85)
(1044.73;353.04;2.49;96.48)
(952.23;401.12;15.48;60.04)
(1005.25;694.42;20.18;71.01)
(983.55;525.01;30.63;28.06)
(980.7;192.44;31.4;57.64)
(958.85;1004.98;0.85;59.73)
(973.34;397.97;8.66;99.41)
(989.25;435.11;15.28;81.59)
(974.12;1143.92;22.1;37.83)
(1009.67;345.85;29.63;99.0)
(968.95;620.62;38.76;26.62)
(1040.04;784.64;33.85;65.15)
(1045.77;1138.97;18.22;62.21)
(990.22;1048.53;5.62;44.61)
(1004.75;987.19;-8.79;41.23)
(966.66;587.02;-8.25;38.8)
(987.98;492.1;32.73;14.02)
(965.42;364.04;-1.91;40.52)
(1046.02;966.55;34.59;25.53)
(1034.76;788.06;23.18;13.91)
(1001.34;225.02;5.41;67.57)
(1037.92;712.39;6.16;69.47)
(1031.12;227.73;3.37;17.02)
(971.89;618.29;26.41;24.32)
(979.39;1144.12;-7.32;47.36)
(1029.28;1169.91;-8.42;22.8)
(1029.1;913.11;-2.71;68.06)
(960.12;350.53;11.35;43.6)
(1040.72;115.67;-7.64;74.26)
(1017.47;747.07;12.62;61.37)
(993.74;835.37;27.9;77.82)
(1031.56;847.93;10.87;42.51)
(985.16;226.44;24.57;58.54)
(952.1;414.48;30.15;33.09)
(995.95;820.62;14.47;33.3)
(1024.31;100.54;19.18;51.46)
(987.99;1138.92;7.21;17.53)
(958.04;482.34;1.0;89.72)
(1008.72;300.76;-0.33;31.77)
(950.5;242.42;-9.17;89.13)
(954.55;269.37;22.13;64.01)
(1000.95;737.01;38.65;92.88)
(1020.03;755.25;22.77;99.32)
(1016.16;279.17;-9.12;99.96)
(983.01;615.93;13.08;16.62)
(983.83;691.47;-3.45;76.07)
(998.68;179.25;-4.35;32.37)
(1049.84;650.89;0.4;37.01)
(952.86;1193.88;23.77;92.39)
(994.42;293.25;31.73;28.15)
(1046.99;1020.76;24.86;51.11)
(959.83;408.63;1.81;45.39)
(965.09;1035.25;1.12;61.18)
(993.97;694.76;25.95;17.74)
(1026.44;179.95;27.95;43.34)
(956.68;338.98;19.0;40.99)
(997.19;1193.3;-8.66;67.1)
(998.91;283.58;-4.9;40.63)
(989.87;702.46;25.65;96.56)
(982.66;205.62;37.17;92.93)
(984.49;495.55;9.11;92.04)
(1003.04;1198.6;25.34;62.24)
(1024.45;599.01;39.5;31.34)
(993.67;275.28;31.86;61.06)
(951.7;1190.2;20.93;22.8)
(956.61;200.88;-6.84;80.92)
(1031.32;875.98;8.62;53.68)
(957.43;284.97;4.02;99.71)
(1011.17;281.0;5.95;78.07)
(996.72;1011.62;39.29;52.05)
(981.94;1180.37;15.38;84.01)
(983.0;942.9;21.2;26.94)
(958.12;718.6;34.01;56.28)
(983.41;278.01;37.94;11.0)
(958.54;602.93;38.36;42.4)
(1044.46;688.0;4.58;68.32)
(1049.51;1193.21;21.92;32.34)
(980.84;249.71;9.11;71.76)
(992.09;1067.47;26.31;32.0)
(1032.76;801.33;5.74;89.08)
(1002.3;273.57;3.17;43.98)
(993.73;131.83;35.89;73.98)
(989.33;1108.43;33.29;54.01)
(1007.36;263.51;9.23;45.29)
(995.99;168.26;37.7;31.48)
(1031.86;117.84;17.76;58.32)
(955.06;886.0;37.0;19.64)
(952.1;353.73;15.24;45.31)
(1011.83;1157.24;18.47;98.28)
(1017.17;512.68;37.23;18.89)
(968.31;1135.85;3.58;75.33)
(1010.63;582.72;36.97;64.64)
(1028.86;609.59;0.08;27.98)
(956.76;371.94;36.65;48.7)
(1021.84;520.54;34.37;63.38)
(1034.26;681.11;8.72;55.13)
(985.86;573.44;-0.58;52.6)
(953.44;1003.3;-1.22;49.94)
(996.2;386.56;16.74;40.98)
(973.31;825.32;1.47;93.99)
(986.07;879.65;20.04;67.19)
(1017.9;1040.42;3.33;47.87)
(1021.59;204.49;11.18;63.85)
(1016.0;906.9;24.99;85.62)
(956.25;858.8;-5.9;40.99)
(985.45;128.88;16.88;77.98)
(1049.37;506.93;4.1;90.23)
(980.17;1066.41;-0.67;75.12)
(963.98;954.74;20.2;90.27)
(1044.8;681.02;27.82;12.85)
(969.37;424.52;-9.81;38.21)
(1002.34;1182.45;19.76;96.0)
(978.14;943.68;16.93;43.17)
(956.67;1125.42;22.29;47.38)
(979.46;624.04;-5.45;71.18)
(981.01;1140.76;-1.26;25.38)
(1041.66;1177.83;12.25;52.73)
(977.61;883.26;26.88;69.59)
(953.05;337.21;36.59;31.82)
(952.37;289.93;35.48;68.01)
(999.36;605.88;28.16;98.55)
(968.71;426.87;15.63;24.04)
(984.31;373.48;34.01;87.76)
(971.81;1187.14;33.01;37.02)
(1038.65;1068.25;-7.95;45.41)
(1006.2;194.75;12.22;97.66)
(1030.46;565.92;7.79;55.02)
(980.9;586.71;18.82;33.94)
(1004.35;306.76;3.89;97.29)
(991.3;790.11;12.06;11.38)
(1011.47;973.49;-3.73;24.31)
(1030.72;353.85;-3.39;19.19)
(1048.05;466.94;33.03;36.4)
(1023.47;309.64;39.66;84.18)
(994.13;1184.29;18.64;89.39)
(1034.39;657.55;18.04;86.0)
(1018.98;754.68;36.41;21.68)
(1030.21;1127.1;30.0;48.62)
(1016.27;975.12;5.8;15.24)
(953.08;1099.82;0.56;67.7)
(985.82;708.82;8.37;60.55)
(961.93;1119.24;19.6;82.9)
(971.9;1054.2;-9.42;35.97)
(961.96;1093.71;-2.98;85.92)
(963.77;412.71;-3.66;48.64)
(1030.62;606.78;20.45;27.13)
(990.36;324.42;-4.64;15.7)
(952.44;491.12;-5.31;90.05)
(1022.21;243.48;15.25;12.21)
(990.76;669.48;7.38;59.24)
(1000.26;772.1;-0.2;24.14)
(992.83;779.33;3.78;41.51)
(1013.62;1175.77;28.3;99.42)
(971.67;453.85;-8.13;77.38)
(968.5;443.56;0.66;96.35)
(1049.98;725.06;19.1;43.7)
(1000.65;536.11;12.76;19.74)
(1018.71;180.91;9.42;22.84)
(972.02;524.65;26.29;26.29)
(959.3;1119.71;-0.92;88.81)
(982.26;1002.36;-1.38;86.85)
(1032.79;586.22;16.44;90.04)
(1047.78;428.33;24.01;34.53)
(1044.64;101.05;26.95;19.02)
(1048.88;828.09;18.82;67.18)
(1037.08;1097.3;29.3;19.82)
(1048.29;187.6;-4.6;70.72)
(1047.95;141.22;11.58;35.24)
(951.66;226.76;16.22;12.31)
(970.01;193.01;34.33;65.56)
(966.46;577.99;1.66;71.78)
(1021.72;975.48;-6.39;71.98)
(1033.05;901.12;32.25;25.15)
(1031.67;787.1;15.19;24.75)
(1036.51;889.18;28.7;10.36)
(980.51;333.24;13.33;55.64)
(1007.15;858.59;31.01;88.63)
(975.91;762.48;20.28;56.44)
(1045.68;1069.76;11.07;46.53)
(1021.68;954.27;11.15;37.57)
(966.88;683.39;5.87;74.55)
(1048.22;250.04;6.52;58.55)
(951.27;567.4;-2.69;22.36)
(1029.24;538.22;30.57;37.92)
(997.55;859.47;15.6;25.45)
(1007.89;1128.4;5.33;65.86)
(981.31;391.51;32.09;64.87)
(952.61;235.68;11.87;10.29)
(992.82;1039.85;16.19;11.58)
(1006.5;689.86;38.65;31.59)
(1016.17;781.97;15.16;41.63)
(1041.01;390.37;-2.12;40.82)
(1047.82;404.43;30.96;31.11)
(1033.12;471.16;-8.65;34.81)
(1021.59;251.18;27.38;70.04)
(1046.83;1011.65;27.33;68.28)
(953.65;395.68;17.87;27.86)
(1032.48;908.02;37.34;64.0)
(1032.23;158.86;28.03;22.09)
(981.49;1066.67;33.2;95.96)
(987.07;760.01;11.36;65.57)
(964.93;782.05;10.23;19.66)
(999.53;1148.81;15.25;38.67)
(997.63;472.72;39.01;95.14)
(958.13;824.38;17.36;45.23)
(959.97;430.73;24.52;38.46)
(985.4;266.93;14.61;30.12)
(1027.77;755.46;25.11;89.41)
(1001.83;640.47;36.59;53.19)
(1015.66;918.88;0.14;31.53)
(1049.87;1177.95;5.06;42.95)
